"","SEEM_WT1","SEEM_WT2","SEEM_WT3","SEDM_WT1","SEDM_WT2","SEDM_WT3"
"P2ry10",225,247,227,57,98,87
"P2ry10b",33,35,32,84,81,61
"P2ry12",12,13,14,8,8,8
"P2ry13",143,155,145,164,139,164
"P2ry14",312,288,316,202,235,208
"P2ry2",754,689,702,517,434,438
"P2ry4",0,2,1,0,0,0
"P2ry6",162,136,141,226,236,172
"P3h1",399,394,377,351,348,367
"P3h2",18,18,15,14,11,13
"P3h3",155,135,151,173,143,142
"P3h4",3,6,2,3,4,7
"P3r3urf",0,0,0,0,0,0
"P4ha1",2305,2283,2334,4216,3963,4007
"P4ha2",60,55,56,192,165,158
"P4ha3",0,0,0,1,0,0
"P4hb",16791,16548,17459,18696,18193,20050
"P4htm",22,18,28,8,16,12
"Pa2g4",4445,4491,4505,3655,3286,4096
"Pabir1",552,492,505,486,428,496
"Pabir2",526,578,579,657,635,644
"Pabir3",0,0,0,0,0,0
"Pabpc1",36463,34266,35373,33966,29819,34799
"Pabpc1l",29,40,22,45,47,44
"Pabpc1l2a",0,0,0,0,0,0
"Pabpc1l2b",0,0,0,0,0,0
"Pabpc2",0,0,0,0,0,0
"Pabpc4",1985,1914,1931,2026,1850,2056
"Pabpc4l",1,1,0,1,0,0
"Pabpc5",1,0,0,0,0,0
"Pabpc6",0,0,0,0,0,0
"Pabpn1",2299,2261,2221,2084,1772,2191
"Pabpn1l",1,2,1,1,0,0
"Pacc1",482,506,474,408,408,423
"Pacrg",0,0,1,1,0,0
"Pacrgl",165,157,148,109,91,105
"Pacs1",1751,1664,1712,2759,2160,2309
"Pacs2",1079,984,1089,1257,1086,1131
"Pacsin1",7,12,13,3,1,0
"Pacsin2",1759,1731,1653,1714,1521,1604
"Pacsin3",5,14,3,5,4,3
"Padi1",13,13,6,13,8,9
"Padi2",1631,1599,1501,942,733,640
"Padi3",11,12,15,88,80,96
"Padi4",1967,1993,2023,3971,3770,3513
"Padi6",3,2,1,0,2,2
"Paf1",1579,1561,1670,1109,1022,1169
"Pafah1b1",3508,3536,3490,3096,3039,3202
"Pafah1b2",1858,1967,1981,1493,1523,1697
"Pafah1b3",163,162,187,204,205,221
"Pafah2",863,793,927,667,607,735
"Pag1",4069,4208,3804,5521,4822,4475
"Pagr1a",724,702,698,647,616,642
"Pah",0,0,0,0,0,0
"Paics",4119,4259,4389,3073,3059,3706
"Paip1",1122,1096,1148,888,892,921
"Paip2",1730,1718,1790,1515,1481,1707
"Paip2b",287,332,324,276,261,299
"Pak1",1379,1377,1309,1356,1421,1595
"Pak1ip1",971,1006,941,693,708,763
"Pak2",4586,4545,4488,4250,4018,4229
"Pak3",0,0,1,0,0,1
"Pak4",269,247,270,228,188,225
"Pak5",0,0,0,0,0,0
"Pak6",23,23,33,85,70,54
"Pakap",192,153,128,202,143,117
"Palb2",368,354,377,277,304,344
"Pald1",95,102,80,30,38,29
"Palld",66,56,72,150,160,154
"Palm",1698,1703,1587,1581,1419,1794
"Palm3",12,13,20,23,10,14
"Palmd",1,0,0,0,0,1
"Pals1",529,531,531,508,474,533
"Pals2",1128,1048,1074,853,778,955
"Pam",969,954,956,887,766,864
"Pam16",134,123,144,143,120,127
"Pamr1",1,0,1,3,3,2
"Pan2",783,903,859,923,834,912
"Pan3",1712,1696,1777,1745,1740,1671
"Panct2",94,110,100,156,178,190
"Pank1",340,373,375,246,184,209
"Pank2",1408,1360,1412,1248,1215,1220
"Pank3",2424,2424,2382,2024,2114,2089
"Pank4",524,544,626,569,570,553
"Pantr1",0,0,0,0,0,0
"Pantr2",0,0,0,0,0,0
"Panx1",461,474,535,367,355,355
"Panx2",1,4,3,2,4,4
"Panx3",0,0,0,0,0,0
"Paox",200,247,216,164,186,205
"Papln",306,288,343,341,334,321
"Papola",4190,4097,4220,3559,3392,3880
"Papolb",1,0,0,1,0,0
"Papolg",536,619,569,554,565,580
"Pappa",0,0,0,0,0,0
"Pappa2",7,6,8,0,0,1
"Papss1",665,637,727,773,706,806
"Papss2",1788,1636,1706,872,818,905
"Paqr3",526,580,557,543,451,462
"Paqr4",265,272,235,235,193,246
"Paqr5",6,5,3,7,0,6
"Paqr6",0,3,0,1,2,0
"Paqr7",1016,1024,1151,1104,945,1036
"Paqr8",103,129,124,83,87,82
"Paqr9",13,9,16,498,337,331
"Pard3",0,0,0,0,0,0
"Pard3b",82,96,79,31,25,35
"Pard3bos1",0,0,1,0,1,0
"Pard3bos2",0,0,0,0,0,0
"Pard6a",85,110,105,116,132,112
"Pard6b",35,48,37,33,36,48
"Pard6g",65,71,75,50,47,61
"Parg",979,982,938,801,786,842
"Park7",1367,1286,1407,1272,1213,1311
"Parl",717,695,753,698,683,805
"Parm1",47,44,50,70,69,62
"Parn",830,798,849,841,857,853
"Parp1",2911,2832,3075,2423,2131,2391
"Parp10",1017,1147,1059,1049,1109,1013
"Parp11",297,348,306,325,275,308
"Parp12",570,600,567,360,357,321
"Parp14",2072,2160,2095,1290,1258,1126
"Parp16",163,172,170,436,405,387
"Parp2",1029,1027,987,820,818,902
"Parp3",647,627,639,501,473,422
"Parp4",1496,1344,1439,1393,1436,1299
"Parp6",460,473,506,616,544,567
"Parp8",1604,1602,1674,1105,1118,1201
"Parp9",998,1050,953,697,765,705
"Parpbp",482,484,455,407,437,510
"Pars2",160,149,171,141,141,133
"Particl",367,391,362,291,236,294
"Parva",1,0,0,0,0,0
"Parvaos",0,0,0,0,0,0
"Parvb",1451,1333,2003,585,395,404
"Parvg",4627,4873,4620,5258,4949,5540
"Pasd1",3,1,0,3,2,0
"Pask",361,392,385,365,329,384
"Pate1",0,0,0,0,0,0
"Pate10",0,0,0,0,0,0
"Pate11",0,0,1,0,0,0
"Pate12",0,0,0,0,0,0
"Pate13",0,0,0,0,0,0
"Pate14",0,0,0,0,0,0
"Pate2",4,0,3,0,2,4
"Pate3",0,1,0,0,0,0
"Pate4",0,1,2,0,1,1
"Pate5",0,0,0,0,0,0
"Pate6",0,0,0,0,0,0
"Pate7",0,0,0,0,0,0
"Pate8",0,0,0,0,0,0
"Pate9",0,0,0,0,0,0
"Patj",10,18,13,11,6,3
"Patl1",1708,1672,1665,1509,1309,1519
"Patl2",4,9,6,6,4,3
"Patz1",1252,1179,1321,941,858,907
"Paupar",0,0,0,0,0,0
"Pawr",101,116,133,93,84,88
"Pax1",0,0,0,0,0,0
"Pax1dt",0,0,0,0,0,0
"Pax2",0,0,0,0,0,0
"Pax3",0,0,0,0,0,0
"Pax4",0,0,0,0,0,0
"Pax5",639,767,775,218,263,253
"Pax6",18,15,11,12,8,11
"Pax6os1",0,0,0,0,0,0
"Pax7",0,0,0,0,0,0
"Pax8",59,35,22,128,50,87
"Pax9",0,0,0,6,5,0
"Paxbp1",1634,1616,1621,1689,1439,1611
"Paxip1",1784,1735,1766,1418,1242,1395
"Paxx",178,247,290,239,241,222
"Pbdc1",666,668,626,473,463,593
"Pbk",866,952,1021,682,777,873
"Pbld1",0,0,0,0,1,1
"Pbld2",57,37,54,79,58,61
"Pbp2",0,0,0,0,0,0
"Pbrm1",3023,2811,2765,2633,2335,2579
"Pbsn",0,0,0,0,0,0
"Pbx1",1565,1641,1577,1683,1522,1398
"Pbx2",1714,1704,1728,1770,1700,1801
"Pbx3",270,269,264,180,177,185
"Pbx4",65,67,77,63,73,70
"Pbxip1",3532,3534,3258,4745,4132,3991
"Pcare",0,0,0,0,0,0
"Pcbd1",15,19,19,11,17,21
"Pcbd2",244,265,312,301,268,309
"Pcbp1",7363,6899,7500,6461,5817,6405
"Pcbp2",9640,9416,9262,9542,8370,9230
"Pcbp3",45,46,55,72,59,50
"Pcbp4",181,234,222,208,200,186
"Pcca",554,697,696,422,424,530
"Pccb",404,410,439,330,306,399
"Pcdh1",6,2,1,2,1,1
"Pcdh10",0,0,0,0,0,0
"Pcdh11x",0,0,0,0,0,0
"Pcdh12",1,0,0,0,0,0
"Pcdh15",0,0,0,0,0,0
"Pcdh17",0,1,1,1,2,0
"Pcdh18",3,1,3,0,1,2
"Pcdh19",0,0,0,0,0,0
"Pcdh20",0,0,0,0,0,0
"Pcdh7",366,355,339,519,449,448
"Pcdh8",0,0,1,2,1,2
"Pcdh9",0,0,0,0,0,0
"Pcdha1",0,0,0,0,0,0
"Pcdha10",0,0,0,0,0,0
"Pcdha11",0,0,0,0,0,0
"Pcdha12",0,0,0,0,0,0
"Pcdha2",0,0,0,0,0,0
"Pcdha3",0,0,0,0,0,0
"Pcdha4",0,0,0,0,0,0
"Pcdha4b",0,0,0,0,0,0
"Pcdha5",0,0,0,0,0,0
"Pcdha6",0,0,0,0,0,0
"Pcdha7",0,0,0,0,0,0
"Pcdha8",0,0,0,0,0,0
"Pcdha9",0,0,0,0,0,0
"Pcdhac1",0,0,0,0,0,0
"Pcdhac2",1,0,0,1,3,2
"Pcdhb1",0,0,0,0,0,0
"Pcdhb10",0,0,0,0,0,0
"Pcdhb11",0,0,0,0,0,0
"Pcdhb12",0,0,0,0,0,0
"Pcdhb13",1,0,0,0,0,0
"Pcdhb14",1,0,1,0,0,0
"Pcdhb15",0,0,0,0,0,0
"Pcdhb16",1,1,0,1,0,0
"Pcdhb17",0,1,3,1,0,2
"Pcdhb18",0,1,0,1,0,1
"Pcdhb19",0,0,0,0,0,0
"Pcdhb2",0,0,0,0,0,0
"Pcdhb20",0,0,0,0,1,1
"Pcdhb21",0,0,0,0,0,0
"Pcdhb22",5,4,7,9,5,7
"Pcdhb3",0,0,0,0,1,0
"Pcdhb4",0,0,1,1,1,2
"Pcdhb5",1,0,0,1,0,0
"Pcdhb6",0,0,0,0,0,0
"Pcdhb7",0,0,0,0,0,0
"Pcdhb8",0,0,0,0,0,0
"Pcdhb9",0,0,0,0,0,0
"Pcdhga1",2,5,5,7,10,7
"Pcdhga10",17,13,12,6,12,8
"Pcdhga11",0,1,5,1,5,0
"Pcdhga12",5,9,6,7,6,10
"Pcdhga2",5,7,8,11,10,8
"Pcdhga3",0,0,2,1,3,2
"Pcdhga4",4,4,4,5,3,3
"Pcdhga5",8,12,7,15,13,6
"Pcdhga6",1,1,1,1,1,0
"Pcdhga7",1,5,4,5,5,3
"Pcdhga8",2,1,1,2,4,1
"Pcdhga9",2,2,2,1,6,9
"Pcdhgb1",0,0,3,0,3,4
"Pcdhgb2",20,17,29,26,12,23
"Pcdhgb4",16,15,20,16,17,9
"Pcdhgb5",19,18,18,8,13,17
"Pcdhgb6",30,21,18,25,11,17
"Pcdhgb7",31,23,16,15,20,13
"Pcdhgb8",1,1,1,2,1,4
"Pcdhgc3",200,174,228,69,82,96
"Pcdhgc4",11,2,5,6,0,2
"Pcdhgc5",2,2,2,3,0,1
"Pced1a",415,476,447,447,345,419
"Pced1b",397,450,420,458,407,452
"Pcf11",1422,1423,1362,1517,1408,1619
"Pcgf1",120,145,156,168,155,160
"Pcgf2",313,309,309,294,221,287
"Pcgf3",949,984,928,885,802,874
"Pcgf5",1132,1067,1112,1076,1096,1220
"Pcgf6",311,333,335,309,285,298
"Pcid2",931,919,967,1026,939,1032
"Pcif1",1204,1273,1304,1614,1377,1503
"Pck1",0,0,0,0,0,0
"Pck2",1348,1408,1563,1466,1467,1553
"Pclaf",3461,3426,3432,2227,2362,3003
"Pclo",0,0,0,0,0,3
"Pcm1",2355,2350,2180,2170,2164,2347
"Pcmt1",1328,1428,1477,1161,1185,1232
"Pcmtd1",845,790,764,877,908,822
"Pcmtd2",842,860,884,1032,1066,1046
"Pcna",3799,3743,4128,3015,3053,3497
"Pcnp",944,954,954,826,824,909
"Pcnt",1921,1831,1879,1677,1431,1593
"Pcnx1",1091,1127,1176,1606,1461,1458
"Pcnx2",1,1,2,4,5,7
"Pcnx3",2147,2218,2367,2310,2176,2171
"Pcnx4",210,178,198,167,155,154
"Pcolce",19,17,6,17,19,15
"Pcolce2",0,0,0,1,0,2
"Pcp2",24,23,21,32,23,20
"Pcp4",0,0,0,3,1,0
"Pcp4l1",64,66,65,24,18,22
"Pcsk1",0,0,0,0,0,0
"Pcsk1n",0,0,0,0,0,0
"Pcsk2",0,0,0,0,0,0
"Pcsk2os1",0,0,0,0,0,0
"Pcsk2os2",0,0,0,0,0,0
"Pcsk4",50,63,71,101,101,96
"Pcsk5",0,0,0,0,0,0
"Pcsk6",3,3,3,7,8,5
"Pcsk7",1118,1078,1148,911,862,892
"Pcsk9",17,18,23,10,18,13
"Pctp",609,566,645,575,596,608
"Pcx",141,133,150,196,170,166
"Pcyox1",3374,3501,3470,2780,2725,2905
"Pcyox1l",457,392,431,427,381,465
"Pcyt1a",2108,2224,2173,2486,2268,2377
"Pcyt1b",211,188,208,201,178,152
"Pcyt2",1112,1219,1261,778,746,772
"Pdap1",1525,1492,1465,1282,1011,1407
"Pdc",0,0,0,0,0,0
"Pdcd1",25,30,34,9,12,15
"Pdcd10",776,811,777,488,644,579
"Pdcd11",1404,1409,1497,1166,1058,1158
"Pdcd1lg2",85,112,88,91,72,74
"Pdcd2",312,317,310,268,262,311
"Pdcd2l",284,276,280,285,270,291
"Pdcd4",1597,1590,1634,1477,1359,1456
"Pdcd5",324,347,343,278,295,305
"Pdcd6",1102,1103,1047,989,905,979
"Pdcd6ip",4487,4194,4371,4360,3971,4239
"Pdcd7",371,429,399,392,346,424
"Pdcl",755,701,696,526,638,631
"Pdcl2",0,0,0,0,0,0
"Pdcl3",833,736,686,570,619,711
"Pde10a",100,70,101,61,63,48
"Pde11a",0,0,0,0,0,1
"Pde12",905,884,952,715,711,836
"Pde1a",0,0,2,1,3,3
"Pde1b",503,583,572,756,763,731
"Pde1c",26,20,35,16,17,9
"Pde2a",1517,1571,1625,3540,3323,3505
"Pde3a",105,123,182,20,15,8
"Pde3b",1146,1186,1111,1312,1214,1268
"Pde4a",852,889,889,808,672,749
"Pde4b",1557,1543,1382,1334,1237,1178
"Pde4c",3,13,6,6,4,5
"Pde4d",686,730,685,809,707,670
"Pde4dip",641,598,545,646,612,557
"Pde5a",938,1005,1026,458,441,432
"Pde6a",10,10,12,13,9,15
"Pde6b",4,3,5,4,4,3
"Pde6c",0,0,0,0,0,0
"Pde6d",1067,1179,1150,888,918,1000
"Pde6g",0,2,2,3,1,5
"Pde6h",0,0,0,3,0,0
"Pde7a",665,647,617,500,499,475
"Pde7b",257,183,187,177,168,129
"Pde8a",1211,1209,1216,1492,1300,1345
"Pde8b",20,22,27,31,27,30
"Pde9a",0,0,0,0,0,1
"Pdf",299,257,341,242,234,214
"Pdgfa",108,85,92,144,123,106
"Pdgfb",90,89,100,139,105,118
"Pdgfc",0,0,0,0,0,0
"Pdgfd",0,0,0,0,1,0
"Pdgfra",0,1,3,0,0,0
"Pdgfrb",221,220,203,114,92,103
"Pdgfrl",15,20,24,22,35,30
"Pdha1",2239,2209,2261,2194,2219,2433
"Pdha2",0,0,0,0,0,0
"Pdhb",1242,1176,1212,1038,985,1077
"Pdhx",349,340,361,271,260,308
"Pdia2",1,1,2,14,17,10
"Pdia3",11347,11253,11462,8321,8503,9696
"Pdia4",2511,2410,2677,1995,2092,2366
"Pdia5",191,167,189,183,161,185
"Pdia6",4414,4673,4636,3636,3615,4548
"Pdik1l",750,690,719,744,745,859
"Pdilt",0,0,0,0,0,0
"Pdk1",1596,1660,1677,3661,3546,3626
"Pdk2",109,127,114,126,97,121
"Pdk3",1577,1643,1625,1783,1773,1877
"Pdk4",0,0,0,0,1,1
"Pdlim1",415,419,446,307,261,313
"Pdlim2",448,544,548,638,559,629
"Pdlim3",0,0,0,0,0,0
"Pdlim4",29,17,33,29,15,16
"Pdlim5",1112,1178,1155,1250,1132,1101
"Pdlim7",950,933,941,839,819,766
"Pdp1",157,158,185,144,147,172
"Pdp2",313,364,393,275,285,276
"Pdpk1",2055,2091,2081,1895,1854,1835
"Pdpn",275,213,239,289,256,282
"Pdpr",1018,984,1012,1044,1027,1065
"Pdrg1",356,393,423,383,361,374
"Pds5a",5537,5355,5479,4401,4103,4703
"Pds5b",1603,1604,1584,1331,1278,1381
"Pdss1",203,188,209,183,160,169
"Pdss2",179,157,164,171,126,138
"Pdx1",0,0,0,0,0,0
"Pdxdc1",1699,1613,1749,1457,1292,1479
"Pdxk",1075,1067,1061,914,897,885
"Pdxk-ps",6,7,2,6,8,16
"Pdxp",317,314,317,372,361,341
"Pdyn",1,12,3,1,0,3
"Pdzd11",479,457,514,438,429,526
"Pdzd2",55,50,58,41,40,43
"Pdzd4",13,27,24,14,19,15
"Pdzd7",19,23,20,26,12,19
"Pdzd8",3377,3286,3173,2616,2645,2828
"Pdzd9",371,371,394,359,325,407
"Pdzk1",82,91,79,64,38,59
"Pdzk1ip1",246,284,361,151,119,84
"Pdzph1",7,13,11,10,27,18
"Pdzrn3",0,0,0,0,0,0
"Pdzrn4",0,0,0,0,0,0
"Pea15a",597,567,578,631,505,561
"Peak1",657,702,679,727,634,644
"Peak1os",10,7,12,3,7,4
"Pear1",336,347,415,189,166,173
"Pebp1",1067,1175,1257,1229,1080,1312
"Pebp4",0,0,0,0,0,0
"Pecam1",1645,1634,1605,904,813,905
"Pecr",100,122,107,167,153,162
"Peds1",1742,1861,1904,3505,3035,2922
"Pef1",913,1007,1052,1191,1108,1158
"Peg10",932,1003,875,810,773,819
"Peg12",59,62,78,63,66,55
"Peg13",482,482,476,885,702,753
"Peg3",9,5,2,2,3,2
"Peg3os",2,0,0,0,1,0
"Peli1",1092,986,967,774,664,714
"Peli2",1461,1348,1341,1470,1361,1352
"Peli3",20,23,23,22,28,32
"Pelo",364,333,375,273,252,263
"Pelp1",1136,1218,1156,949,879,959
"Pemt",32,23,31,29,30,29
"Penk",28,15,16,37,35,39
"Pepd",453,517,504,390,367,324
"Per1",651,719,659,1182,933,930
"Per2",77,85,80,246,250,266
"Per3",315,322,346,589,575,653
"Percc1",0,1,0,2,0,0
"Perm1",57,34,44,57,58,52
"Perp",72,98,83,43,32,57
"Pes1",1953,2054,1994,1857,1802,1897
"Pet100",389,395,389,377,374,392
"Pet117",0,0,0,0,0,0
"Pex1",462,466,475,424,385,408
"Pex10",117,149,157,151,156,151
"Pex11a",94,92,70,71,82,61
"Pex11b",356,398,372,422,359,427
"Pex11g",86,109,115,118,98,126
"Pex12",204,247,245,252,242,221
"Pex13",621,646,594,563,511,645
"Pex14",546,540,512,476,424,491
"Pex16",392,345,398,363,313,339
"Pex19",1097,1145,1136,1022,1012,1072
"Pex2",534,536,546,420,503,531
"Pex26",476,513,543,561,452,537
"Pex3",360,337,396,307,330,391
"Pex5",793,831,957,924,790,781
"Pex5l",0,0,0,0,0,0
"Pex6",981,1038,1171,1191,1066,1088
"Pex7",432,436,461,431,385,369
"Pf4",2986,3406,4528,1006,817,668
"Pfas",1319,1263,1423,1247,1233,1197
"Pfdn1",431,435,429,347,297,383
"Pfdn2",605,586,523,474,433,554
"Pfdn4",273,258,267,201,223,265
"Pfdn5",1350,1359,1507,1457,1294,1383
"Pfdn6",590,571,576,454,404,557
"Pfkfb1",81,83,90,107,91,98
"Pfkfb2",459,481,481,464,443,428
"Pfkfb3",3457,3440,3513,5189,4585,4528
"Pfkfb4",924,924,961,1364,1298,1325
"Pfkl",5110,4966,5203,9416,8364,8251
"Pfkm",492,508,573,546,491,514
"Pfkp",3074,3103,3239,6355,5811,6355
"Pfn1",15071,14568,14955,16492,14212,16378
"Pfn2",10,18,9,16,12,14
"Pfn3",1,0,0,0,0,0
"Pfn4",7,6,3,9,10,10
"Pfpl",0,0,0,0,0,0
"Pga5",0,0,3,0,0,1
"Pgam1",2684,2586,2775,4073,3665,3961
"Pgam2",115,123,112,104,82,92
"Pgam5",655,689,708,657,599,628
"Pgap1",133,163,159,115,112,116
"Pgap2",1592,1584,1604,1756,1589,1659
"Pgap3",155,139,136,181,133,154
"Pgap4",38,43,49,94,69,85
"Pgap6",453,464,481,639,543,584
"Pgbd1",17,20,27,22,26,19
"Pgbd5",4,2,0,1,0,1
"Pgc",0,0,1,0,0,0
"Pgd",12934,12860,12366,13140,12232,13126
"Pgf",4,5,6,2,1,3
"Pgghg",568,572,581,769,677,713
"Pggt1b",1108,1159,1129,904,964,998
"Pgk1",3518,3702,3500,9790,9125,9561
"Pgk2",0,0,0,0,0,0
"Pgls",1761,1856,2039,2009,1983,2135
"Pglyrp1",3496,3920,3672,7313,6900,7291
"Pglyrp2",57,50,56,55,38,34
"Pglyrp3",0,0,0,0,0,0
"Pglyrp4",5,10,7,16,12,17
"Pgm1",2148,2106,2115,4399,4139,4265
"Pgm2",1371,1405,1272,1234,1180,1294
"Pgm2l1",547,502,557,458,476,466
"Pgm3",382,361,409,369,341,351
"Pgm5",0,0,0,0,0,0
"Pgp",1395,1251,1466,1486,1515,1583
"Pgpep1",365,432,374,466,394,453
"Pgpep1l",252,261,244,354,353,378
"Pgr",55,64,62,66,53,28
"Pgr15l",4,2,0,2,1,1
"Pgrmc1",1031,1032,1142,1021,912,1056
"Pgrmc2",851,853,872,825,829,885
"Pgs1",1357,1340,1468,1249,1054,1117
"Phactr1",6,6,3,0,0,0
"Phactr2",749,718,758,771,704,747
"Phactr3",0,0,0,0,0,0
"Phactr4",889,908,850,1076,914,1063
"Phaf1",885,877,1045,873,798,822
"Phax",577,545,519,400,418,428
"Phb1",586,589,605,476,497,562
"Phb2",2766,2732,2811,2610,2467,2617
"Phc1",454,489,467,418,379,382
"Phc2",1478,1522,1495,1299,1114,1089
"Phc3",1583,1614,1570,1724,1637,1601
"Pheta1",97,114,114,103,126,90
"Pheta2",95,98,100,182,153,165
"Phex",6,4,0,1,1,4
"Phf1",469,555,512,772,694,693
"Phf10",1611,1644,1701,1921,1735,2326
"Phf11a",4,4,4,3,2,1
"Phf11b",48,44,43,13,28,34
"Phf11c",5,2,7,4,5,5
"Phf11d",2,10,12,4,5,4
"Phf12",2411,2421,2309,2567,2292,2590
"Phf13",244,264,320,308,307,267
"Phf14",842,844,774,642,627,663
"Phf19",309,326,351,284,275,329
"Phf2",1906,1854,1801,1900,1593,1655
"Phf20",918,955,874,794,803,812
"Phf20l1",2351,2372,2194,2111,2062,2169
"Phf21a",1993,1977,1961,2497,2138,2114
"Phf21b",34,27,27,12,17,15
"Phf23",1027,993,984,931,870,970
"Phf24",5,3,7,1,1,1
"Phf2os1",42,47,51,49,36,67
"Phf3",2900,2803,2681,2517,2226,2497
"Phf5a",791,795,864,644,632,701
"Phf6",1009,979,934,792,721,849
"Phf7",313,320,336,292,302,376
"Phf8",1173,1163,1152,1162,1083,1104
"Phf8l",0,0,0,0,0,0
"Phgdh",2792,2778,3046,2273,2093,2682
"Phgr1",1,0,0,0,0,0
"Phip",2592,2491,2248,1910,2037,2094
"Phka1",252,260,266,195,149,154
"Phka2",1744,1806,1817,1584,1721,1780
"Phkb",1106,1208,1205,1234,1260,1390
"Phkg1",11,8,7,7,2,3
"Phkg2",868,922,1056,804,797,784
"Phlda1",167,126,140,174,153,112
"Phlda2",19,19,23,64,77,51
"Phlda3",28,39,48,57,54,55
"Phldb1",137,188,178,232,182,198
"Phldb2",47,45,43,13,18,10
"Phldb3",426,414,405,257,246,263
"Phlpp1",362,354,339,348,275,289
"Phlpp2",272,312,345,230,186,163
"Phospho1",555,578,601,1120,1029,995
"Phospho2",454,519,537,421,401,431
"Phox2a",1,0,1,1,2,0
"Phox2b",0,0,0,0,0,0
"Phpt1",232,261,258,233,270,308
"Phrf1",1952,1861,1900,1810,1604,1719
"Phtf1",586,593,634,523,469,514
"Phtf1os",690,730,732,745,798,902
"Phtf2",629,619,645,360,382,442
"Phxr4",0,0,0,0,0,1
"Phyh",528,567,504,577,557,616
"Phyhd1",36,25,30,42,48,53
"Phyhip",1,0,1,8,6,7
"Phyhipl",0,0,0,0,0,0
"Phykpl",2739,2544,2918,2361,2177,2391
"Pi15",0,0,0,0,0,0
"Pi16",1055,1044,1059,1384,1368,1295
"Pi4k2a",876,914,972,779,698,695
"Pi4k2b",842,864,843,622,635,649
"Pi4ka",2227,2168,2408,1960,1810,1805
"Pi4kb",1183,1127,1149,1008,943,1029
"Pianp",1,3,2,0,2,0
"Pias1",1256,1286,1361,1318,1263,1393
"Pias2",924,985,879,764,748,769
"Pias3",467,481,508,477,437,468
"Pias4",632,627,650,663,645,588
"Pibf1",294,291,277,233,234,250
"Picalm",5055,5126,5166,6094,5746,5442
"Pick1",173,205,196,223,201,211
"Pid1",1183,929,914,1835,1731,1559
"Pidd1",523,572,574,480,433,490
"Pierce1",0,1,0,1,0,0
"Pierce2",90,109,125,146,126,153
"Piezo1",2109,2089,2225,2126,1808,2085
"Piezo2",0,0,0,0,0,0
"Pif1",576,520,536,457,430,493
"Piga",845,855,849,1113,1114,1256
"Pigb",1109,1150,1207,1260,1241,1298
"Pigbos1",169,166,182,186,174,205
"Pigc",371,461,422,410,403,443
"Pigf",432,391,405,308,307,343
"Pigg",305,276,271,276,260,308
"Pigh",127,158,153,155,134,184
"Pigk",1022,948,1071,755,767,812
"Pigl",262,270,287,288,267,301
"Pigm",1067,1230,1113,1145,1133,1150
"Pign",1429,1470,1450,1257,1205,1366
"Pigo",521,497,531,582,501,571
"Pigp",209,185,192,178,155,186
"Pigq",1770,1762,1859,1875,1737,1784
"Pigr",0,1,0,0,0,0
"Pigs",1776,1817,1978,1984,1704,1795
"Pigt",2882,2807,2948,2733,2329,2624
"Pigu",929,1008,1002,771,660,848
"Pigv",350,372,412,514,464,473
"Pigw",84,74,68,100,71,107
"Pigx",655,671,764,650,659,741
"Pigyl",244,209,229,201,190,208
"Pigz",7,4,10,14,14,11
"Pih1d1",865,897,953,845,886,884
"Pih1d2",19,13,25,15,17,9
"Pik3ap1",4187,3840,4069,4199,3820,3671
"Pik3c2a",805,795,749,759,758,782
"Pik3c2b",103,114,119,121,134,147
"Pik3c2g",0,0,0,0,0,0
"Pik3c3",1949,1911,1950,1417,1354,1446
"Pik3ca",1517,1532,1564,1425,1383,1319
"Pik3cb",2285,2210,2282,2460,2282,2222
"Pik3cd",5747,5789,5970,5501,5164,5209
"Pik3cg",4201,4151,4023,4574,4381,4484
"Pik3ip1",305,319,348,306,293,366
"Pik3r1",1762,1699,1670,1513,1485,1547
"Pik3r2",1023,1031,1084,1011,893,925
"Pik3r3",37,23,14,15,6,11
"Pik3r4",998,937,1006,944,819,827
"Pik3r5",1291,1309,1293,1972,1771,1698
"Pik3r6",656,704,719,758,734,725
"Pikfyve",1293,1274,1169,1004,996,1012
"Pilra",4196,3950,3970,4227,4179,4237
"Pilrb1",721,653,668,772,771,736
"Pilrb2",961,879,965,1150,1178,1211
"Pim1",5264,6716,6579,4158,4339,4529
"Pim2",648,628,590,692,624,725
"Pim3",307,334,318,521,407,425
"Pimreg",615,607,659,606,603,613
"Pin1",612,582,575,518,447,553
"Pin1rt1",1,0,1,0,0,0
"Pin4",67,59,48,50,38,61
"Pinc",0,0,0,0,0,0
"Pink1",1020,1265,1498,1201,1206,1339
"Pinlyp",0,0,0,1,0,1
"Pinx1",208,219,210,129,102,168
"Pip",0,0,0,0,0,0
"Pip4k2a",2294,2161,2219,1539,1530,1638
"Pip4k2b",2028,1942,1983,1886,1665,1931
"Pip4k2c",1071,1123,1158,1233,1091,1144
"Pip4p1",643,670,738,737,630,673
"Pip4p2",740,747,717,686,623,639
"Pip5k1a",1086,1132,1160,944,888,919
"Pip5k1b",496,479,476,494,418,468
"Pip5k1bos",1,0,0,0,2,0
"Pip5k1c",3401,3376,3429,3358,2997,3186
"Pip5kl1",4,4,3,4,0,3
"Pipox",1,0,0,0,1,0
"Pir",72,79,84,78,58,55
"Pira1",57,61,60,190,192,172
"Pira12",151,119,113,297,269,250
"Pira13",22,31,16,80,57,84
"Pira2",62,76,63,139,131,123
"Pirb",5464,5190,5073,9171,8246,7314
"Pirt",0,0,0,0,0,0
